type	study.study_id	participant.study_participant_id	sample.sample_id	file_name	file_type	file_description	file_size	md5sum	experimental_strategy_and_data_subtypes	submission_version	checksum_value	checksum_algorithm	file_mapping_level	release_datetime	is_supplementary_file	entityid
file				DUPLICATE_FILENAME_1/0000321972_S1_R1_001.fastq.gz			2214766112	c96ee96c1e7e8fa385287bc9878b286b								syn68527550
file				DUPLICATE_FILENAME_1/0000321972_S1_R2_001.fastq.gz			2449424209	16e0a27c3fa3dbfb24b955f8f154a6d8								syn68527554
file				DUPLICATE_FILENAME_1/0000340456_S1_R1_001.fastq.gz			2001942799	9151df1b4044fa7df13d5fcdb06b1079								syn68527639
file				DUPLICATE_FILENAME_1/0000340456_S1_R2_001.fastq.gz			2173545327	84fad0fc2edb683e2ece50419692a4a2								syn68527643
file				DUPLICATE_FILENAME_1/0000340463_S2_R1_001.fastq.gz			1915215101	f45bfceff0b69bdcdb4ef9449a28c476								syn68527645
file				DUPLICATE_FILENAME_1/0000340463_S2_R2_001.fastq.gz			2075039940	e77fe0d088fc49e3936f3423361245d6								syn68527648
file				DUPLICATE_FILENAME_1/0000340469_S1_R1_001.fastq.gz			2013214601	1a04a3ebb4ace6a90e5bce926e5aa54e								syn68527650
file				DUPLICATE_FILENAME_1/0000340469_S1_R2_001.fastq.gz			2211547387	4cea55dcd4388767b8b33e0c8c838f85								syn68527661
file				DUPLICATE_FILENAME_1/0000346152_S1_R1_001.fastq.gz			1923272861	f2d780a3318c0e2dfe5a8d1a36150510								syn68527669
file				DUPLICATE_FILENAME_1/0000346152_S1_R2_001.fastq.gz			2124124806	c04f5b386f01b92c1e361793ffc7e4bf								syn68527671
file				DUPLICATE_FILENAME_1/0000366871_R1.fastq.gz			3093066556	5dedd7baed34076add9f84e64a6ffd28								syn68527675
file				DUPLICATE_FILENAME_1/0000366871_R2.fastq.gz			3442818449	9bd7d947a1dec210d08f5399e02fa075								syn68527693
file				DUPLICATE_FILENAME_1/0000367988_R1.fastq.gz			1626933115	ac1d68e1050f8cbe79b13b0303f4db4b								syn68527702
file				DUPLICATE_FILENAME_1/0000367988_R2.fastq.gz			1831988133	662fc998e103ed066329a565fe693ed3								syn68527707
file				DUPLICATE_FILENAME_1/0000368070_S1_R1_001.fastq.gz			1547503723	d3cae676aaa944ad57dc07026aad90a9								syn68527711
file				DUPLICATE_FILENAME_1/0000368070_S1_R2_001.fastq.gz			1754168689	7e7d208b259e68dfb0e07d271613c972								syn68527719
file				DUPLICATE_FILENAME_1/0000368112_S1_R1_001.fastq.gz			2375728373	3f800a692d81c92b106dd0d8ccc159d0								syn68527730
file				DUPLICATE_FILENAME_1/0000368112_S1_R2_001.fastq.gz			2633642588	bf75db65a79f7a1f2fbe89e7dab15d16								syn68527741
file				DUPLICATE_FILENAME_1/0000382610_R1.fastq.gz			2044756355	442571fba624d8cd3706101b281f7e78								syn68527777
file				DUPLICATE_FILENAME_1/0000382610_R2.fastq.gz			2325177053	3037337c532886e849c372dff2f73bc5								syn68527778
file				DUPLICATE_FILENAME_1/0000382748_S1_R1_001.fastq.gz			2127291748	51eb529d9d2ce36ece25fe228e5c3596								syn68527780
file				DUPLICATE_FILENAME_1/0000382748_S1_R2_001.fastq.gz			2368544663	92a261b2fdd0a181db4b878f3a01607f								syn68527790
file				DUPLICATE_FILENAME_1/0000394763_S1_R1_001.fastq.gz			2101101226	169f7e445af1fd14bc24e5356e9144ac								syn68527837
file				DUPLICATE_FILENAME_1/0000394763_S1_R2_001.fastq.gz			2422773525	ae091ec482b4f7f38056803f7f59964c								syn68527846
file				DUPLICATE_FILENAME_1/0000394880_R1.fastq.gz			2578249702	d61c22243b16d62de04ebd1d16d41beb								syn68527849
file				DUPLICATE_FILENAME_1/0000394880_R2.fastq.gz			2885575038	b289ae2b292d2c0f0be158bd05a37e86								syn68527865
file				DUPLICATE_FILENAME_1/0000399183_R1.fastq.gz			2220353152	be653de80e58b7cefd482881008d11e8								syn68527867
file				DUPLICATE_FILENAME_1/0000399183_R2.fastq.gz			2634130113	31b7908a972f34e33eb2d0eebe546b15								syn68527876
file				DUPLICATE_FILENAME_1/0000404813_R1.fastq.gz			1367646712	56ca71df3b162cc82fb9cd9de7601d62								syn68527878
file				DUPLICATE_FILENAME_1/0000404813_R2.fastq.gz			1740044479	34f5a7cae7d8e314c2c2cdce0983ce5b								syn68527890
file				DUPLICATE_FILENAME_1/0000424110_R1.fastq.gz			1886048700	ef91c92ab5d269dc9e90e40cfbb70bc2								syn68527897
file				DUPLICATE_FILENAME_1/0000424110_R2.fastq.gz			2206938378	df9bd6451c04197c4d13f192205a5f41								syn68527906
file				DUPLICATE_FILENAME_1/0000424126_R1.fastq.gz			2936854319	9165130b8408d5916f5d566e91677971								syn68527926
file				DUPLICATE_FILENAME_1/0000424126_R2.fastq.gz			3305631821	21d9f65ced8934ac30b5c355e2c80ad4								syn68527937
file				DUPLICATE_FILENAME_1/0000434093_R1.fastq.gz			2207881347	75798c4b16a9a9c083d3af5c8fd22fdb								syn68527944
file				DUPLICATE_FILENAME_1/0000434093_R2.fastq.gz			2487545440	9a0ab5a3acb2c999f32533077a9e5a14								syn68527955
file				DUPLICATE_FILENAME_1/0000434105_R1.fastq.gz			1646364031	3f41833c64544215157c1136c0f0136c								syn68527957
file				DUPLICATE_FILENAME_1/0000434105_R2.fastq.gz			1838550050	fe697b8ab33b8d7a8f77371131710e3a								syn68527985
file				DUPLICATE_FILENAME_1/0000434568_R1.fastq.gz			1108393427	ae52a8faa38306db4224f6139405f47a								syn68528000
file				DUPLICATE_FILENAME_1/0000434568_R2.fastq.gz			1276279046	67e555e448e43be790adc75dc174758e								syn68528001
file				DUPLICATE_FILENAME_1/0000446970_R1.fastq.gz			808287451	dd272df79915ae785050b9d061fc58b5								syn68528002
file				DUPLICATE_FILENAME_1/0000446970_R2.fastq.gz			943160370	eaa50fd7e4416839377cdf1f2d0eac9d								syn68528005
file				DUPLICATE_FILENAME_1/0000447031_R1.fastq.gz			929586984	ac466b32e6daaf96ecd82783580ec933								syn68528012
file				DUPLICATE_FILENAME_1/0000447031_R2.fastq.gz			1063574027	992e87e04a6ac1c0e8f0f718742be701								syn68528013
file				DUPLICATE_FILENAME_1/0000447063_R1.fastq.gz			1487728666	740f7e4697fcc88b6db8fac8312650a3								syn68528017
file				DUPLICATE_FILENAME_1/0000447063_R2.fastq.gz			1638461212	2bbfaae7c091c1d75fddb2ba3654305e								syn68528020
file				DUPLICATE_FILENAME_1/0000447194_R1.fastq.gz			1345161496	9863506be11ff01e9aa84d06e9dc3a63								syn68528023
file				m64069_200802_094347.ccs.fastq			64107125689	a2b3221c03bb9f5d0987fef4415e59c1								syn66511578
file				DUPLICATE_FILENAME_1/0000303169.bam			6831442420	1abcfc70adc59720ea18171b70699c88								syn68528031
file				DUPLICATE_FILENAME_1/0000319997.bam			14350872150	4c6e34f9ee64670ba72ffcdcb3ad48e4								syn68528078
file				DUPLICATE_FILENAME_1/0000320079.bam			10696919217	6d44b93768fc691a6a709104ba4f5f7e								syn68528089
file				DUPLICATE_FILENAME_1/0000320245.bam			10520624316	8a5fe6b675b1288636a3982af85f04c5								syn68528185
file				DUPLICATE_FILENAME_1/0000321972.bam			11534532608	52f33cac161ffa7942c302e984b352c6								syn68528286
file				DUPLICATE_FILENAME_1/0000340456.bam			18223343973	1a7fa4c49740eea4af066ffe2cb0c148								syn68528334
file				DUPLICATE_FILENAME_1/0000340463.bam			18170651552	c3a9583d35e3c0104c25d5df1577ba44								syn68528399
file				DUPLICATE_FILENAME_1/0000346152.bam			12145446535	64afc534420748d2ebef014553b2b528								syn68528400
file				DUPLICATE_FILENAME_1/0000265770.bam			1327899477	7a8ace16fdea1d52a908c6a760853b04								syn68528202
file				DUPLICATE_FILENAME_2/0000303169.bam			529016503	78a7d853fce8872ca9839170ad40fa9a								syn68528204
file				DUPLICATE_FILENAME_2/0000319997.bam			2570732979	f58f8ba2d302110fcf9fd31b580f8847								syn68528216
file				DUPLICATE_FILENAME_2/0000320079.bam			1264959533	265281e68e1fba4b698f70d2ca920b8e								syn68528222
file				DUPLICATE_FILENAME_1/0000320114.bam			1761591040	c36b4d92aa625b476d187f7feb97a484								syn68528227
file				DUPLICATE_FILENAME_2/0000320245.bam			902602756	45645679fdb0b8c132473992530e59c5								syn68528229
file				DUPLICATE_FILENAME_1/0000320296.bam			824750546	5e1ccf4104b187afa13364600735d21a								syn68528230
file				DUPLICATE_FILENAME_1/0000321912.bam			1896713041	711ec7332a0d3657a8b10087f8154cc2								syn68528234
file				DUPLICATE_FILENAME_2/0000321972.bam			2163493009	8e279d6e957a88f9ce79b87571c5c2b9								syn68528245
file				DUPLICATE_FILENAME_1/0000321988.bam			846926389	bc63960f9170df316b2ac447b1693031								syn68528247
file				DUPLICATE_FILENAME_1/0000321995.bam			836571197	3f9e7dc59ea48986a40d2e067b582cb3								syn68528250
file				DUPLICATE_FILENAME_1/0000322035.bam			1380665068	c783e04ce1243d92ab282dac9d41a471								syn68528255
file				DUPLICATE_FILENAME_1/0000322041.bam			1003367577	69ae36089ca34dd98f65ce9533d8885a								syn68528257
file				DUPLICATE_FILENAME_2/0000340456.bam			1942377422	387ad15ce9e21eec14d05d9e72ec0572								syn68528266
file				DUPLICATE_FILENAME_2/0000340463.bam			1335565933	2b83891354fb4ae2074f1ab8fcc7d3e8								syn68528268
file				DUPLICATE_FILENAME_1/0000340469.bam			1206482198	6383b228cf4af2618365a34d119173e1								syn68528270
file				DUPLICATE_FILENAME_2/0000346152.bam			915081620	3b9f5de7a03db12246f5f9ac19157643								syn68528272
file				DUPLICATE_FILENAME_1/0000366871.bam			1878554756	aa825ec9eb82bf943d11c053868791a7								syn68528274
file				DUPLICATE_FILENAME_1/0000367988.bam			940098342	f6dd0fb6b1223cb5b2b59cbcae9dbc19								syn68528275
file				DUPLICATE_FILENAME_1/0000368070.bam			1162935747	13b00cd687dd0fd2f470fed6e02be484								syn68528277
file				DUPLICATE_FILENAME_1/0000368112.bam			1919839634	1ca41efb4047466d27502f2b9798ecf9								syn68528280
file				DUPLICATE_FILENAME_1/0000382610.bam			1475244373	617c1eb3c3c95d1fb65ba374c0c83bde								syn68528287
file				DUPLICATE_FILENAME_1/0000382748.bam			1644486325	93a29c8013ac33479de2bd66de8183fa								syn68528290
file				DUPLICATE_FILENAME_1/0000382837.bam			1373094068	29b5dfa9bf32f01bf2b534825ebf3f4d								syn68528291
file				DUPLICATE_FILENAME_1/0000382886.bam			2709356247	129fcc8f7d1cf97dad777d595cc35db9								syn68528298
file				DUPLICATE_FILENAME_1/0000394763.bam			1510872467	386d68c0d21389c9536fbe780d229893								syn68528299
file				DUPLICATE_FILENAME_1/0000394880.bam			1262961054	4356f41669b55eda143ebfa39346cc5d								syn68528300
file				DUPLICATE_FILENAME_1/0000399183.bam			1681108813	ecf5c692355d9cd1779bf8b9f91738d4								syn68528302
file				DUPLICATE_FILENAME_1/0000404813.bam			1021821219	840af68dac1003b8ccd4942f15ddbc6c								syn68528303
file				DUPLICATE_FILENAME_1/0000424110.bam			661967489	a40c7a11c0c6c160051c364425258e39								syn68528305
file				DUPLICATE_FILENAME_1/0000424126.bam			2179854870	4f933314ab4b8128302b7a9e09301525								syn68528308
file				DUPLICATE_FILENAME_1/0000434093.bam			1621734234	fc5912b84948b5c5fb7861f27b245891								syn68528309
file				DUPLICATE_FILENAME_1/0000434105.bam			965484727	6a297d09c577f0d9b5465d9a1c114908								syn68528316
file				DUPLICATE_FILENAME_1/0000434568.bam			537156197	21c06e8c2397a3cb5807a9bdb482c35e								syn68528318
file				DUPLICATE_FILENAME_1/0000446970.bam			582298215	e09f90b26d01fbf8a43dc2aa81415c2a								syn68528319
file				DUPLICATE_FILENAME_1/0000447031.bam			821390963	7d4ae484412d5112a147bb5e24d4dad9								syn68528320
file				DUPLICATE_FILENAME_1/0000447063.bam			763475627	c409f23b476ccc6a15095c53a8777a77								syn68528321
file				DUPLICATE_FILENAME_1/0000447194.bam			1197188450	5521c9f80f38e2a177eb11dffc5cf6c8								syn68528322
file				HTA5_1736_2002.bam			57558520490	be8952d1e596531a4a486000c181df05								syn68743676
file				HTA5_1839_9000.bam			52519206630	4c71553e15175fee29d2c637d7669a6e								syn68744366
file				HTA5_1847_9000.bam			63114174681	5987280733f2515fde2b53a492e772e9								syn68744598
file				10096-AS-1_S1_L005_R2_001.fastq.gz			44640592255	801bf312af34f019079ca99c3f3039e9								syn52578146
file				4954-SR-1_S01_L005_R1_001.fastq.gz			53458111221	6995c4160694d2efde263e258c6175ac								syn64769211
file				4991-SR-1_S01_L005_R2_001.fastq.gz			45084178791	059de5d3b7323bf2d0be41760a732b88								syn64769495
file				H_YZ-764-07_S1_L001_I1_001.fastq.gz			596893753	025209ad339f1a6c5f8f234a7e03672f								syn64587206
file				H_YZ-1239-1451-06-lib1_S5_L001_R2_001.fastq.gz			57945178277	4deb92e3aed12626596ab51a8b737894								syn64587821
file				1715_Ru1314A_T_1_IGO_10519_2_S2_L002_R1_001.fastq.gz			2475715193	27953047f4323b24bc180b205a4c3fae								syn68204879
file				1715_Ru1314A_T_1_IGO_10519_2_S2_L002_R2_001.fastq.gz			5650098757	970aee9d3b53ada38b03bcff44b3fd82								syn68204880
file				1717_Ru1303B_LN_t2_1_IGO_10519_4_S13_L001_R2_001.fastq.gz			5976700800	41f3d9cd2236895becd26d2ddb196120								syn68204882
file				2231_POSIE_101320_BM_1_re_IGO_11499_33_S20_L002_R1_001.fastq.gz			3002793798	720a018b9389dd16da9facd76c558e09								syn68204937
file				2265_Ru222b_T_1_IGO_11589_3_S15_L001_R1_001.fastq.gz			2833884200	164aef90ea22cde185c0e42185b06199								syn68204949
file				3318_AV-1383_Ru942C_IGO_12437_J_5_S36_L002_R2_001.fastq.gz			3983296410	01066aba18e0e97e0a6118724a48c5ba								syn68205264
file				Rus81c-LN_2_IGO_09488_20_S20_L002_R1_001.fastq.gz			2699793769	18e6bfc69df80a767e513b6897e05f2d								syn68208449
file				SM-L123H_S7_L002_I1_001.fastq.gz			1966380076	a98cbf4ee2b72c7e9e1fa9517691e386								syn51271247
file				SM-L123L_S1_L001_R1_001.fastq.gz			6393649715	520c9e5b06e0f3972fef47a99dfe2a5a								syn51271385
file				SM-L123N_S9_L003_R1_001.fastq.gz			5812008516	6bca87a9a759e83badf0f9b7debb1d98								syn51271278
file				SM-L1287_S8_L002_I1_001.fastq.gz			1141499756	de47cf2e144d368134040399f95a8f16								syn51271429
file				HTA6_2494_2-L002_R2_001-190919_A00257_0187_BHG2GCDRXX.fastq.gz			25406602841	c990ba0d2262067eefb5163fea381308								syn64367689
file				HTA6_2498_2-L002_R2_001-201107_A00201R_0290_AHW2WNDRXX.fastq.gz			12221004688	c881d72dde154c12f97f1a8a1f4b8679								syn64367950
file				HTA6_2501_2-L002_R1_001-201112_J00118_0619_AHK5HGBBXY.fastq.gz			667031643	7b6946230041dedd37e3fe3373c1fc59								syn64369147
file				HTA6_2501_3-L002_I1_001-210222_A00509_0201_AH2LJFDRXY-SFGF-West-SS-16701.fastq.gz			142394547	c2e15c8c496fee5284a7b48d08dfe8f7								syn64369162
file				HTA6_2502_3-L001_R1_001-201112_J00118_0619_AHK5HGBBXY.fastq.gz			730323271	9f381707db612e9e4eda9c4a42fcb9ef								syn64369203
file				HTA6_2504_1-L001_R2_001-210222_A00509_0201_AH2LJFDRXY-SFGF-West-SS-16701.fastq.gz			3365138436	dd845cb6f632c6206411fd2bc8ac3d3e								syn64369336
file				HTA6_2504_2-L001_R2_001-201112_J00118_0619_AHK5HGBBXY.fastq.gz			2469409447	62f4b3c1277bb393ce0bd3ba7154e035								syn64369350
file				HTA6_2506_2-L001_I1_001-210327_A00257_0566_BH7FMYDRXY.fastq.gz			1221153507	3b65bf4ac0d6611fb8d7ad8cb6f2bdaf								syn64369421
file				HTA6_2507_1-L001_R2_001-220221_A00201R_0593_BH7G7FDMXY.fastq.gz			26744673090	d50d1875db6330179b14549cbd817874								syn64369455
file				HTA6_2507_1-L002_R2_001-220221_A00201R_0593_BH7G7FDMXY.fastq.gz			27431848606	9d3d9088eb02f92f37ac34897699f37f								syn64369473
file				HTA6_2508_1-L001_R2_001-220221_A00201R_0593_BH7G7FDMXY.fastq.gz			33770396028	3ef53b8d2fac9a3ba1439e35cbca0133								syn64369486
file				HTA6_2508_1-L002_R2_001-220221_A00201R_0593_BH7G7FDMXY.fastq.gz			34665304083	0737b8bd2eefcc1cd77d86cdd7660bb6								syn64369499
file				HTA6_2508_2-L001_R2_001-220221_A00201R_0593_BH7G7FDMXY.fastq.gz			27947679506	9a2f236c444013e33309de1c7602c973								syn64369509
file				HTA6_2508_2-L002_R2_001-220221_A00201R_0593_BH7G7FDMXY.fastq.gz			28755667386	55971ebea9355f01198d387f44f2cd18								syn64369515
file				Lau10096_S1_sample_alignments.bam			21524272616	78ed51c52bd8f0144b370dffe61c5b4c								syn52579000
file				4720-SR-1_S14_L005.bam			25893825372	a213bce80cd6211fc046f1c9bd22eb9e								syn64773083
file				4954-SR-1_S01_L005.bam			33516298049	7c7f9c0bd6b3abc00e3df56c725a6e10								syn64773084
file				4991-SR-1_S01_L005.bam			34260792427	4f45098efb5f2f2bcbf96ef8eedebaf7								syn64773105
file				5385-SR-3_S01_L005.bam			13560535281	a451b13c779664bf83d21320dd6dce82								syn64773119
file				6011-SR-6_S1_L005.bam			19571367658	a35a2dda65e2b7b9ad15379334d88fa1								syn64773138
file				6091-SR-4_S1_L005.bam			30228651766	55f69f27312a8f462893eec93ade19a5								syn64773151
file				0000368073.bam			32735290376	e61dcc5efba57ffb13edad25bb4633e9								syn68502402
file				0000382613.bam			24291867941	95c301a36929e8eb158b95807be43757								syn68502566
file				0000382750.bam			33451287297	05917d3e94de9afc5398a356cf5d843d								syn68502613
file				0000382840.bam			23044641465	221f758b59a860944e731a5cdb256e03								syn68502666
file				0000382888.bam			20514916425	c1f2642acf5aac29a4109f03b9784959								syn68502879
file				0000399184.bam			27214104461	a8f01383565b80cfc755f3820d1ee008								syn68502926
file				0000434407.bam			28164482692	eeb73febdcbdbd72c5262d377eab82c9								syn68502981
file				0000446973.bam			27441512024	34994801a06edb2b297bf8d718778773								syn68503040
file				0000447034.bam			27359061858	ffe13dd25e93574d26a9efefa149b278								syn68503060
file				HTA8_6001_002101_Aligned.out.bam			23757398781	795d131ce91c9823a26550c8f73dbe3f								syn61905446
file				HTA8_6001_003101_Aligned.out.bam			22887863446	e932cb3a70cb42ba5b0dcceee946d1fa								syn61905554
file				HTA8_6002_001101_Aligned.out.bam			18448799183	ba0c463c9ded94835e90ab095d4c2177								syn61905614
file				HTA8_6004_001101_Aligned.out.bam			23443803618	556f797f5b97a6674d1cc3f2e31e7ece								syn61905901
file				HTA8_6005_001101_Aligned.out.bam			21858212315	5081bde0fcddc2001401abfc0c2e5400								syn61905963
file				HTA8_6006_001101_Aligned.out.bam			19759088945	84713f8ce5e4ca1e2f0cbb345321e8b7								syn61906058
file				HTA8_6006_003101_Aligned.out.bam			19615434320	21605669a9444d3346f61fa67c927760								syn61906205
file				HTA8_6007_001101_Aligned.out.bam			20681605773	0c231cef270e89c77e0dc3f0d838b96f								syn61906357
file				HTA8_6007_003101_Aligned.out.bam			18537292666	9474518214e38d7106c17d585af61d6a								syn61906480
file				HTA8_6008_001101_Aligned.out.bam			20332237496	a28e7dfc6b6dbf739ff5d37849bcc8b8								syn61906550
file				HTA8_6008_002101_Aligned.out.bam			19463163715	edbc9f171b55319ac6505b7b6e2e1f28								syn61906618
file				HTA8_6010_004101_Aligned.out.bam			26231393184	03ccbd1734f7201876eb9ab95fa2c972								syn61907001
file				HTA8_6011_001101_Aligned.out.bam			19924645626	f589df42bdc4fc2f892b53dedb27e2af								syn61907125
file				HTA8_6011_002101_Aligned.out.bam			17773362832	4c536a7ebcbded278f2537a64e13d051								syn61907192
file				HTA8_6011_003101_Aligned.out.bam			13723967854	e8779f0c08b0b8cc441b75bbb7941d89								syn61907246
file				HTA8_6012_001101_Aligned.out.bam			21994498464	2f06611685d91d967448dbc272c6b9bb								syn61907365
file				HTA8_6012_002101_Aligned.out.bam			19751744070	a8c06c2a0d467021e2e6d8f38f5e0762								syn61907443
file				HTA8_6012_003101_Aligned.out.bam			22455991593	5a0002b89119bbcea851b8db43cea637								syn61907522
file				HTA8_6013_001101_Aligned.out.bam			17578888922	49eb7eaf7c0119cadaf4fd714fbfde3f								syn61907592
file				HTA8_6013_002101_Aligned.out.bam			18004143999	b26f00137db1bf60a806cee699269f7e								syn61907685
file				HTA8_6013_003101_Aligned.out.bam			18599791636	c8bfecde2b761ec26a66f5352880124c								syn61907744
file				HTA8_6014_001101_Aligned.out.bam			16716496368	a0904659099ffabf6f88c19395b5fcca								syn61907795
file				HTA8_6014_002101_Aligned.out.bam			16880079491	6a6dd7c57cbee4a572e931811ffe4110								syn61907858
file				HTA8_6015_001101_Aligned.out.bam			20646045258	0e7e9ceb803c88be56441b6c9c9d950b								syn61907941
file				HTA8_6015_002101_Aligned.out.bam			18457969023	ddedeecc5196a30b9c27865dd77d04ca								syn61908034
file				HTA8_6016_001101_Aligned.out.bam			22200197898	a0230ba0182d023ee02367a19cf16379								syn61908126
file				HTA8_6016_002101_Aligned.out.bam			22911591056	13f863bfe153ec53e57c956a8ef1e95e								syn61908176
file				HTA8_6016_003101_Aligned.out.bam			24491587999	e5d50d81ef83cf9db7104dbc047122ff								syn61908246
file				HTA8_6017_003101_Aligned.out.bam			18882197724	6e8741d5c19e680ce6fbf0776d1fda96								syn61908439
file				HTA8_6017_004101_Aligned.out.bam			25325541095	e1db472842af826a96e510914684f963								syn61908518
file				HTA8_6018_001101_Aligned.out.bam			23183660386	c54a84a960db2cac8920406340f789df								syn61908593
file				HTA8_6018_002101_Aligned.out.bam			23489664889	0fed9f21c5af2f5e17d0a90105e1f5e5								syn61908688
file				HTA8_6018_003101_Aligned.out.bam			22938275857	ab2e5ef65070aff1ca9fd0b0849d00a1								syn61908800
file				HTA8_6019_001101_Aligned.out.bam			21065107339	65f7ea524fc58184104be67c2ca899ad								syn61908861
file				HTA8_6019_002101_Aligned.out.bam			19027173011	1c892afaf1a6d54ebf12e36f5285460e								syn61908929
file				HTA8_6020_001101_Aligned.out.bam			21851902563	48b40d2290c07f3b102cf8230c1fa4aa								syn61909092
file				HTA8_6020_002101_Aligned.out.bam			24292570988	322188101b4690fd19c7b1771a486e05								syn61909150
file				HTA8_6021_001101_Aligned.out.bam			26003266566	80516f13546faab516f40cca8a600fc1								syn61909262
file				HTA8_6021_002101_Aligned.out.bam			31697039360	6c83828febfe9be27cc6c93579a998f2								syn61909352
file				HTA8_6022_001101_Aligned.out.bam			18720142053	1c1f45484d84a507b99eb4ba00cd9a6e								syn61909398
file				HTA8_6022_002101_Aligned.out.bam			20824075671	2f2289b3ccb5352574ac74ed039dae39								syn61909478
file				HTA8_6022_003101_Aligned.out.bam			22743234956	22a4ea258abe81ec6ef9780aca17ce94								syn61909542
file				HTA8_6022_004101_Aligned.out.bam			18132317287	761155cdf0b8e74c16f92e03e204eee8								syn61909586
file				HTA8_6023_001101_Aligned.out.bam			20278163469	ae082793f92a2d8800f7c1a045e8fa79								syn61909623
file				HTA8_6023_002101_Aligned.out.bam			21389020437	3486a33b98933d185451977d09be2852								syn61909681
file				HTA8_6023_003101_Aligned.out.bam			21548497310	d6ed466f335cfb1dbc902ef3f3c04edc								syn61909757
file				HTA8_6023_004101_Aligned.out.bam			24255448270	3c6db4e948206d973874d03e3db97519								syn61909867
file				HTA8_6024_001101_Aligned.out.bam			18317417600	a493f99e2e4f7b32eefc708eddb36c05								syn61909922
file				HTA8_6024_002101_Aligned.out.bam			22583802467	17b5596b23f1f5d5e289a09edc436174								syn61909965
file				HTA8_6024_003101_Aligned.out.bam			22842458005	b58f8a1e073412302b067ea8e48d3720								syn61910012
file				HTA8_6025_001101_Aligned.out.bam			24529700795	704dd49553191278715958fc114863d5								syn61910051
file				HTA8_6025_002101_Aligned.out.bam			23399243181	6a2882a82e20c364c196be9e55c22dba								syn61910095
file				HTA8_6025_003101_Aligned.out.bam			23526571963	78e074df7fd16d7f8ee2b56202abe33c								syn61910129
file				HTA8_6026_001101_Aligned.out.bam			24421701319	7dfd4ceb1421e0b5ed2feaf1c53ee9b7								syn61910178
file				HTA8_6026_002101_Aligned.out.bam			23294700665	900e4ce0adde135da0199a2f9d09b219								syn61910227
file				HTA8_6026_003101_Aligned.out.bam			21762664610	d3e5b8b3732c1be3d1995476b24ca38a								syn61910271
file				HTA8_6027_001101_Aligned.out.bam			19412394024	7f03e2f60884ca082f7edbdb9c4485d6								syn61910309
file				HTA8_6027_002101_Aligned.out.bam			20561558431	eb3f3d174a1585348719ef732a699400								syn61910347
file				HTA8_6027_003101_Aligned.out.bam			23881187734	81813ff349744f4c847c34e09bdedd38								syn61910396
file				HTA8_6028_001101_Aligned.out.bam			18176947259	9da7c6a8c0cf5067b791f6656f1bd5d6								syn61910440
file				HTA8_6028_002101_Aligned.out.bam			21756344934	d100234cfec882732262186089d770f6								syn61910481
file				HTA8_6028_003101_Aligned.out.bam			20825899003	5fc53524c1f82949a3057ea86c9109b3								syn61910512
file				HTA8_6029_001101_Aligned.out.bam			23134098676	f02f59d07bcf07776cc3b0d1168e4ba8								syn61910586
file				HTA8_6029_002101_Aligned.out.bam			33325295388	7947780b6072d87556d8f3fc4a22fe2c								syn61910628
file				HTA8_5001_001201_IGO_10299_26_Aligned.out.bam			9976241550	edae5202a49b3dc673f4226cdaaf41c2								syn64109357
