type	study.study_id	sample.sample_id	file_name	file_type	file_size	md5sum	experimental_strategy_and_data_subtypes	entityid	file_description	file_url_in_cds	submission_version	checksum_value	checksum_algorithm	crdc_id	file_mapping_level	release_datetime	is_supplementary_file
file	phs002371_HTAN	HTA11_546_2000001011	HTA11_546_200000101152300121.channel.csv	CSV	632	56b23d8e4e0d066595846b54f153f7f2	Pathological	syn55253984									
file	phs002371_HTAN	HTA11_10711_2000001011	HTA11_10711_2000001011523001.channel.csv	CSV	552	d8be25985e8a7ab1b4ee71dfa1d6d934	Pathological	syn62060664									
file	phs002371_HTAN	HTA11_1391_2000001011	HTA11_1391_2000001011523001.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060549									
file	phs002371_HTAN	HTA11_1391_2000001011	HTA11_1391_2000001011523002.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060551									
file	phs002371_HTAN	HTA11_1391_2000001011	HTA11_1391_2000001011523003.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060552									
file	phs002371_HTAN	HTA11_1938_2000001011	HTA11_1938_2000001011523001.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060553									
file	phs002371_HTAN	HTA11_1938_2000001011	HTA11_1938_2000001011523002.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060557									
file	phs002371_HTAN	HTA11_2112_2000001011	HTA11_2112_2000001011523001.channel.csv	CSV	558	48b8741e44d3ea4f8e0dc9620867796b	Pathological	syn62060560									
file	phs002371_HTAN	HTA11_2112_2000001011	HTA11_2112_2000001011523002.channel.csv	CSV	558	48b8741e44d3ea4f8e0dc9620867796b	Pathological	syn62060561									
file	phs002371_HTAN	HTA11_2112_2000001011	HTA11_2112_2000001011523003.channel.csv	CSV	558	48b8741e44d3ea4f8e0dc9620867796b	Pathological	syn62060562									
file	phs002371_HTAN	HTA11_2112_2000001011	HTA11_2112_2000001011523004.channel.csv	CSV	558	48b8741e44d3ea4f8e0dc9620867796b	Pathological	syn62060563									
file	phs002371_HTAN	HTA11_2235_2000001011	HTA11_2235_2000001011523001.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060564									
file	phs002371_HTAN	HTA11_2235_2000001011	HTA11_2235_2000001011523002.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060565									
file	phs002371_HTAN	HTA11_2235_2000001011	HTA11_2235_2000001011523003.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060566									
file	phs002371_HTAN	HTA11_2487_2000001011	HTA11_2487_2000001011523001.channel.csv	CSV	558	48b8741e44d3ea4f8e0dc9620867796b	Pathological	syn62060567									
file	phs002371_HTAN	HTA11_2487_2000001011	HTA11_2487_2000001011523002.channel.csv	CSV	558	48b8741e44d3ea4f8e0dc9620867796b	Pathological	syn62060568									
file	phs002371_HTAN	HTA11_2951_2000001011	HTA11_2951_2000001011523001.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060569									
file	phs002371_HTAN	HTA11_2951_2000001011	HTA11_2951_2000001011523002.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060570									
file	phs002371_HTAN	HTA11_2951_2000001011	HTA11_2951_2000001011523003.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060571									
file	phs002371_HTAN	HTA11_3077_2000001011	HTA11_3077_2000001011523001.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060572									
file	phs002371_HTAN	HTA11_3077_2000001011	HTA11_3077_2000001011523002.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060574									
file	phs002371_HTAN	HTA11_3077_2000001011	HTA11_3077_2000001011523003.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060575									
file	phs002371_HTAN	HTA11_3077_2000001011	HTA11_3077_2000001011523004.channel.csv	CSV	596	0ec8b4343ebf1b97417bd0331d15f939	Pathological	syn62060576									
file	phs002371_HTAN	HTA11_3252_2000001011	HTA11_3252_2000001011523001.channel.csv	CSV	558	48b8741e44d3ea4f8e0dc9620867796b	Pathological	syn62060577									
file	phs002371_HTAN	HTA11_3252_2000001011	HTA11_3252_2000001011523002.channel.csv	CSV	558	48b8741e44d3ea4f8e0dc9620867796b	Pathological	syn62060578									
